Race_ID,Odds,BSP,Distance_All,Finish_All,Races_All,Odds_Recent,Odds_380,Time_380,Dist_By,y_real,y_pred,y_prob,Position,Finished
1431,2.75,3.02,351.64,2.85,14,3.75,3.75,23.98,-2.33,1,1,0.4841467406373511,1,1
892,2.5,2.58,383.03,3.37,66,4.5,4.5,24.08,-2.68,1,1,0.4847804834644418,1,1
103,2.75,2.92,361.17,2.84,12,3.12,3.17,24.26,-1.75,1,1,0.48555966897811326,1,1
1465,2.5,2.38,380.0,3.14,9,4.75,4.75,24.5,-3.88,1,1,0.4874172255385558,1,1
351,2.0,2.62,380.0,3.07,100,5.21,5.21,24.25,-3.82,1,1,0.49014637616496765,1,1
694,2.1,2.37,402.2,3.68,10,3.83,3.75,24.48,-2.0,1,1,0.4911642578471321,1,1
1955,2.5,2.99,392.92,2.84,13,2.69,2.5,23.36,3.0,1,1,0.4925046650895294,1,1
1521,2.5,2.61,356.86,3.12,7,2.0,5.297020106000001,24.57,-4.486880364,1,1,0.4935858696210537,1,1
77,3.0,3.05,394.81,3.0,16,2.58,2.58,24.08,0.0,1,1,0.5016933007389309,1,1
959,3.5,5.0,380.0,3.37,14,2.58,2.58,24.22,-4.14,1,1,0.501724279330082,1,1
47,2.0,2.44,358.2,3.29,15,4.18,4.18,24.35,-3.57,1,1,0.5084520535726753,1,1
1630,2.0,2.09,380.67,3.2,78,4.79,4.79,24.17,-4.0,0,1,0.5089019719724658,1,3
1294,3.5,3.6,385.5,2.36,8,2.38,2.25,24.0,11.0,1,1,0.509120307570326,1,1
923,2.5,2.72,408.45,3.43,75,5.14,5.14,24.45,-3.54,1,1,0.5100807933802792,1,1
386,2.0,2.39,380.71,3.26,49,4.46,4.54,24.17,-4.43,1,1,0.510458878986313,1,1
1662,2.0,2.55,376.62,3.12,68,5.1,5.07,24.3,-4.57,1,1,0.5135367432775296,1,1
1746,2.0,2.34,413.02,3.26,42,4.57,4.71,24.19,-2.18,1,1,0.5171488840038243,1,1
105,2.5,2.4,408.84,3.47,74,5.25,5.25,24.51,-4.82,1,1,0.5222306623761857,1,1
415,2.5,2.56,427.66,3.47,94,4.86,5.21,24.12,-3.14,1,1,0.5228613980165663,1,1
372,2.5,2.28,403.24,3.63,67,5.08,5.0,20.84,-10.29,1,1,0.5284562795256255,1,1
937,2.0,2.64,401.82,3.16,88,4.46,4.46,24.35,-3.32,1,1,0.5293174980612525,1,1
1456,2.5,2.48,423.23,4.3,88,13.69,9.79,24.36,-3.14,1,1,0.5309580047236181,1,1
1999,2.25,2.46,380.0,3.58,87,5.04,5.04,24.48,-4.43,1,1,0.5320754513072427,1,1
1320,2.0,2.3,468.86,3.54,114,4.31,5.297020106000001,24.42,-4.486880364,1,1,0.5336685850392626,1,1
327,2.0,2.48,400.0,3.86,16,4.46,4.18,24.47,-2.14,1,1,0.5404873546697176,1,1
906,2.0,2.36,402.9,3.59,68,4.5,4.71,20.83,-9.57,1,1,0.5446327229926439,1,1
1390,2.0,2.28,395.63,4.29,19,4.79,4.79,24.49,-3.71,1,1,0.5456110802808761,1,1
620,1.8,2.04,376.16,3.57,113,4.08,5.32,24.54,-4.14,1,1,0.5487222736159282,1,1
364,2.25,2.52,397.14,4.3,49,5.0,5.0,24.37,-4.21,1,1,0.5493255769114688,1,1
1198,5.0,7.33,378.49,3.31,70,5.0,4.71,24.41,-3.61,0,0,0.11399223869463608,2,4
282,4.0,4.32,393.0,4.67,9,4.0,4.0,24.52,-8.33,0,0,0.12432857753346928,2,5
1526,5.0,6.18,380.0,3.71,57,5.0,5.07,24.09,-0.14,0,0,0.12485439681940051,2,2
807,5.0,5.7,380.0,4.66,23,3.86,3.86,24.37,-4.71,1,0,0.12517719911736458,2,1
242,8.0,11.5,383.62,3.71,37,5.88,5.54,23.9,-1.71,1,0,0.12659143795517125,2,1
1879,4.5,5.84,380.0,3.69,20,5.25,5.25,24.49,-2.36,0,0,0.13196676465585758,2,6
1396,5.0,6.31,380.0,3.37,158,5.07,5.07,24.6,-5.14,0,0,0.13298918699623993,2,4
1019,4.5,6.4,472.58,3.57,79,6.92,5.61,24.25,-5.29,0,0,0.1339534148037562,2,2
1683,4.0,5.74,420.0,4.4,5,5.354239896,5.297020106000001,24.545,-4.486880364,0,0,0.13420852027546185,2,3
260,4.5,6.6,365.46,4.18,28,4.38,4.46,20.74,-9.43,0,0,0.13435182715011312,2,4
1680,7.0,8.29,380.74,3.3,47,4.54,4.89,24.34,-6.71,0,0,0.134793118292723,2,3
1421,5.0,7.0,402.11,3.75,37,5.57,5.57,24.05,-3.71,0,0,0.13490712089080215,2,6
1390,5.0,5.36,380.83,3.31,120,5.43,5.43,24.61,-3.21,0,0,0.1356083969605422,2,3
105,5.5,7.6,385.0,4.69,80,8.25,9.11,24.64,-5.04,0,0,0.1370004938313925,2,6
787,5.0,7.6,427.56,4.03,39,7.33,6.29,24.38,-4.11,1,0,0.13714019407689096,2,1
526,6.0,8.8,380.0,3.24,11,4.14,4.14,24.44,-3.0,1,0,0.13739295963086787,2,1
906,4.0,10.1,388.65,3.78,222,5.04,5.04,24.61,-3.57,0,0,0.13894631025923176,2,4
1196,7.0,9.8,383.85,3.86,52,7.29,7.29,24.65,-6.71,1,0,0.1390313900678325,2,1
1799,4.5,5.82,380.0,4.03,14,5.75,5.75,24.56,-4.71,0,0,0.14095004224998603,2,5
1092,5.0,4.9,380.0,4.48,17,6.11,6.11,24.56,-2.57,0,0,0.14155776093133432,2,2
1572,4.5,6.8,388.88,3.33,50,3.18,3.18,24.3,-3.43,0,0,0.14175819560906328,2,2
1939,5.0,7.07,428.34,2.98,35,4.06,5.297020106000001,24.385,-4.486880364,0,0,0.1420315797028783,2,2
25,6.0,8.6,386.47,4.21,30,4.79,4.79,24.28,-2.89,0,0,0.1421822673008596,2,2
1278,5.5,6.2,393.33,3.62,36,3.76,3.76,24.18,-0.93,0,0,0.14220646542173557,2,3
1523,5.0,5.96,364.23,3.77,52,5.07,5.07,24.05,-3.14,0,0,0.14254160082207296,2,6
1465,3.5,6.8,382.83,6.81,12,3.75,3.75,24.62,-5.0,0,0,0.1430522387681255,2,4
1527,4.5,4.6,380.0,4.6,12,4.54,4.54,20.49,-11.04,0,0,0.14317674435223268,2,6
1486,6.0,7.0,418.85,3.94,55,7.33,5.54,20.7,-10.61,0,0,0.14336607585134029,2,5
696,5.0,6.53,380.0,3.86,3,5.354239896,5.297020106000001,24.37,-4.486880364,1,0,0.14451975877230072,2,1
96,4.5,5.8,416.92,3.47,26,4.43,3.86,24.12,-1.71,0,0,0.14514512765923493,2,6
567,7.0,8.6,380.0,3.61,30,4.7,4.71,24.35,-5.61,1,0,0.14518291989803084,2,1
1820,4.5,5.32,417.72,3.04,29,6.2,6.29,23.86,-2.39,0,0,0.14595366246708652,2,2
448,5.5,6.8,398.54,3.83,35,4.89,4.89,24.5,-6.25,1,0,0.14608057967429008,2,1
782,4.5,5.44,390.0,3.28,122,5.64,5.64,24.32,-2.11,1,0,0.14638705653912068,2,1
459,3.25,4.0,380.0,4.73,13,4.7,4.64,24.57,-5.14,0,0,0.1464153990198376,2,2
865,5.0,5.62,395.18,3.52,22,4.86,4.86,24.12,-2.86,0,0,0.14668408871510555,2,5
947,3.5,4.3,380.0,5.28,19,5.08,5.36,24.48,-6.0,0,0,0.14691321704193216,2,4
1306,5.0,7.8,414.92,3.6,130,7.14,7.14,24.05,-2.29,0,0,0.14701913177659406,2,5
1091,4.5,5.3,384.44,3.3,90,5.14,5.14,24.08,-2.43,0,0,0.1472819624500016,2,2
1122,5.5,6.31,380.0,3.84,42,5.86,5.86,24.18,-3.57,0,0,0.14746733541562762,2,4
1083,6.0,5.71,477.42,3.88,95,5.46,5.46,24.17,-2.18,0,0,0.14815487990205425,2,4
311,5.5,6.82,398.75,3.32,32,5.71,4.07,24.14,-1.54,1,0,0.14824243768147183,2,1
1371,5.0,7.8,448.46,3.58,128,5.11,5.86,24.04,-2.0,0,0,0.1482468738966741,2,4
1713,4.5,8.6,397.06,3.53,34,5.04,5.82,24.23,-2.46,1,0,0.14840468522891562,2,1
499,5.0,5.87,420.0,3.42,25,4.14,4.14,24.17,-3.29,0,0,0.14926318263239757,2,4
210,5.0,7.8,417.71,3.85,21,5.38,5.38,24.34,-2.94,1,0,0.14928417134867408,2,1
1456,6.0,9.92,373.85,2.92,27,3.79,3.79,24.3,-1.0,0,0,0.14944173010341327,2,5
926,9.0,12.3,398.04,4.23,28,7.0,6.71,24.76,-9.57,1,0,0.14956069797776056,2,1
1265,5.0,7.0,398.55,3.29,138,5.25,5.25,24.17,-2.71,0,0,0.14965917575336415,2,2
1333,3.5,7.602390864,416.13,3.82,62,5.83,6.29,20.84,-11.29,0,0,0.14980971786457528,2,3
989,9.0,10.5,335.9,2.91,21,4.0,4.5,24.16,-0.33,0,0,0.14994789515459747,2,5
1283,4.5,7.8,379.78,3.53,130,5.25,5.25,24.36,-3.68,0,0,0.15002654376043784,2,5
888,5.5,6.67,366.45,3.62,11,3.81,3.81,24.3,-1.5,1,0,0.15032096041899665,2,1
1549,5.0,5.63,385.0,4.21,20,4.86,4.86,24.51,-5.18,0,0,0.15066451972620745,2,5
1662,5.0,5.83,386.86,3.19,44,4.31,4.12,20.83,-5.0,0,0,0.15119346990782823,2,3
1458,5.0,5.9,445.25,4.66,28,3.65,3.58,20.46,-12.67,0,0,0.1512791472052842,2,4
1268,7.0,8.37,380.0,3.62,61,7.71,7.71,24.81,-5.71,0,0,0.15134116181928076,2,6
69,4.0,5.4,380.0,3.2,138,5.32,5.32,24.37,-3.86,0,0,0.15188602638278248,2,4
433,3.25,3.87,380.0,2.7,5,5.25,5.25,23.95,1.38,0,0,0.15227435564711184,2,4
1222,4.5,5.9,374.83,2.98,29,4.79,4.79,24.2,-3.96,0,0,0.15245207181853473,2,6
1179,4.5,4.01,428.14,2.95,66,6.0,6.0,24.17,-3.93,0,0,0.15261569367821298,2,3
1512,5.0,6.27,370.0,4.15,30,6.0,6.07,24.33,-5.64,1,0,0.1526823588651764,2,1
800,3.5,4.6,380.0,3.11,6,4.0,4.0,24.03,-5.0,0,0,0.15270641864807824,2,4
101,5.0,5.13,390.78,5.18,18,4.25,4.25,24.65,-5.0,0,0,0.15305457518073237,2,2
965,4.5,5.38,380.0,3.49,31,5.3,5.0,24.26,-4.29,0,0,0.15334644543487833,2,2
702,3.25,4.9,415.56,4.46,9,4.62,4.62,24.58,-5.5,0,0,0.1535090843073424,2,6
607,4.5,5.7,380.24,4.03,45,5.14,5.14,24.49,-4.75,0,0,0.15363201268764526,2,5
1054,4.5,6.03,375.94,3.3,32,4.89,4.89,24.47,-5.11,0,0,0.15373537155656952,2,4
1188,7.0,11.0,415.78,3.51,309,5.14,6.11,20.95,-10.0,0,0,0.15416246598319724,2,6
214,4.0,4.2,385.41,2.84,82,5.75,5.5,23.89,-0.96,0,0,0.1542209920629804,2,4
1166,4.0,7.4,478.0,4.64,23,6.1,6.75,19.85,-4.5,0,0,0.15434050660134088,2,5
217,4.5,5.32,479.3,3.01,50,5.1,4.57,24.37,-3.04,0,0,0.1545315541010593,2,3
1865,3.25,4.6,380.0,3.0,5,5.354239896,5.297020106000001,24.685,-4.486880364,0,0,0.15464401009596476,2,4
1061,4.0,5.82,384.91,3.23,53,5.11,5.11,24.35,-3.32,0,0,0.15466597938547696,2,4
193,3.5,5.55,406.42,4.57,12,4.0,4.0,24.41,-5.67,0,0,0.15467569437579512,2,4
907,5.0,6.2,439.7,3.87,67,5.21,6.14,24.74,-7.57,1,0,0.15484994290641738,2,1
1681,5.0,5.91,378.82,3.55,88,4.82,4.82,23.98,-2.86,1,0,0.1549912929978235,2,1
277,8.0,14.5,406.79,3.9,142,4.79,4.79,24.4,-5.96,1,0,0.15509221590859684,2,1
383,5.0,5.6,474.14,3.53,35,5.33,5.55,23.95,-1.8,0,0,0.15524829883549582,2,2
1201,5.5,6.61,429.89,3.74,190,6.21,5.39,24.59,-4.71,0,0,0.1553105304182925,2,5
1150,6.0,5.5,380.0,4.2,10,4.9,4.9,24.77,-3.8,0,0,0.1553996349027849,2,5
237,5.5,6.21,441.23,3.84,81,5.18,5.39,24.58,-4.61,1,0,0.15554506653733197,2,1
615,5.0,6.8,399.65,3.47,17,4.04,4.04,24.27,-2.5,1,0,0.15574359875673843,2,1
1536,5.0,5.8,380.0,4.2,8,3.83,3.83,24.68,-6.0,0,0,0.15619892934521046,2,5
1634,4.5,5.4,380.0,3.65,61,5.79,5.79,24.27,-5.61,1,0,0.15634028842628475,2,1
194,4.5,6.83,380.95,3.36,168,6.29,6.29,24.31,-5.25,0,0,0.15674338259928577,2,4
1165,5.0,8.33,462.42,4.02,33,4.86,4.75,20.98,-10.57,1,0,0.15686413465758225,2,1
784,5.0,8.8,402.29,3.25,51,3.92,4.0,24.13,-2.86,1,0,0.1569446484339571,2,1
1003,5.0,5.7,401.38,4.1,29,6.57,7.57,24.34,-6.29,0,0,0.1571526724208527,2,2
945,4.5,5.5,376.67,4.03,18,5.57,5.57,24.51,-5.18,0,0,0.15730843393729588,2,5
295,4.5,6.74,406.5,4.08,36,6.96,6.39,20.85,-13.0,1,0,0.15739498404176533,2,1
465,3.5,4.49,394.56,2.9,18,6.88,4.75,23.96,-4.0,0,0,0.15769567108810412,2,5
1113,4.5,5.5,461.29,4.3,31,8.17,7.43,24.43,-6.5,0,0,0.15784723826573163,2,6
1568,3.5,4.5,380.0,2.72,10,3.43,3.43,24.1,0.0,0,0,0.15789408261458418,2,3
694,9.0,9.59,394.4,4.76,20,2.5,3.0,25.13,-10.0,0,0,0.15789533700387579,2,5
1590,4.5,5.5,374.8,3.14,99,6.29,6.29,23.91,-4.64,0,0,0.15866173100996173,2,2
73,4.5,6.58,444.54,3.07,118,4.68,4.68,24.19,-2.43,1,0,0.15874981813952854,2,1
1386,4.0,7.2,375.39,3.91,36,3.19,4.68,20.92,-10.71,0,0,0.15909226452506356,2,2
1027,4.0,6.4,396.93,4.22,15,3.88,3.88,24.77,-6.0,0,0,0.15910267885461082,2,4
1658,4.0,5.4,418.55,3.65,55,3.79,3.82,24.23,-3.04,0,0,0.15914708950582976,2,5
438,5.0,5.8,404.38,3.82,156,8.29,8.29,24.51,-4.93,0,0,0.15934834463419376,2,4
746,4.5,6.16,401.19,3.41,236,5.29,5.29,24.37,-2.04,0,0,0.159606821535641,2,4
905,5.0,4.7,470.27,3.07,55,3.86,3.86,24.27,-2.18,0,0,0.15980042120847013,2,2
773,4.0,4.82,385.56,4.7,18,4.18,4.18,24.65,-5.14,0,0,0.16014682466655664,2,4
535,5.0,6.2,329.11,4.72,19,5.62,5.17,23.73,-3.33,0,0,0.1601516923631297,2,6
273,6.0,6.2,415.85,4.56,118,6.36,6.36,24.61,-5.14,1,0,0.1601966269197571,2,1
1449,4.0,6.55,393.84,3.34,185,5.07,5.07,24.18,-2.57,0,0,0.1607855312406506,2,6
599,5.0,5.5,445.71,3.5,21,3.62,3.62,24.08,2.0,0,0,0.160956312773695,2,4
552,4.0,5.0,397.78,5.76,18,6.0,5.29,21.04,-10.86,0,0,0.16099563408570386,2,5
1055,4.0,4.66,351.88,3.16,16,7.67,7.67,24.55,-7.33,0,0,0.16101909270078957,2,4
150,6.0,5.5,425.14,3.49,35,6.57,4.32,23.89,-0.29,0,0,0.16104551149175111,2,3
1000,8.0,11.19,376.14,3.03,83,4.86,4.86,24.12,-2.96,1,0,0.16124462593609898,2,1
231,3.5,4.16,380.0,2.59,7,3.92,3.92,24.37,-1.33,0,0,0.16150538538042578,2,5
1855,4.0,4.9,386.25,2.79,32,4.79,4.79,24.14,-2.71,0,0,0.16155616313841478,2,2
1219,5.0,5.1,421.58,3.36,139,5.43,5.21,24.6,-3.96,0,0,0.1615724450283654,2,3
1586,5.0,5.9,399.06,3.57,170,5.5,5.5,24.32,-2.39,0,0,0.16161586278602258,2,3
498,5.0,5.9,388.22,3.43,27,4.79,4.79,24.23,-5.0,0,0,0.1617948874814936,2,3
145,6.0,5.8,380.0,4.24,21,4.79,4.61,24.61,-5.29,0,0,0.16209273623395998,2,4
324,4.0,5.3,396.95,4.5,19,5.5,5.14,21.05,-10.43,0,0,0.16211262472684684,2,2
1955,11.0,19.0,373.57,3.19,37,8.0,4.96,24.15,-4.86,0,0,0.16217361914976355,2,4
996,4.5,5.5,434.34,3.17,152,8.93,8.93,24.52,-5.29,0,0,0.16242032427557487,2,5
1519,4.0,7.1,409.55,3.79,58,5.75,4.86,24.27,-6.0,0,0,0.16263789955823285,2,5
1392,3.5,4.01,380.0,4.87,8,5.17,5.17,24.63,-7.33,0,0,0.16279792303804072,2,2
670,5.0,6.91,465.69,3.45,211,7.93,7.93,24.66,-5.29,0,0,0.16284754994763873,2,3
1545,5.0,7.8,377.79,2.86,52,6.71,4.29,24.05,-3.14,1,0,0.16306409087979862,2,1
880,5.0,6.0,380.0,3.61,42,4.82,4.82,24.42,-2.86,1,0,0.16306683695487428,2,1
1514,3.5,4.93,410.17,3.26,41,4.82,4.82,23.96,-2.14,0,0,0.16317011252970154,2,2
1353,5.0,6.2,406.05,3.8,146,6.21,6.21,24.36,-4.46,0,0,0.1633094504483218,2,3
1767,4.5,5.39,393.1,2.91,20,6.0,4.75,23.93,-2.0,0,0,0.16340664680814096,2,4
708,5.0,6.4,415.56,3.56,126,4.32,4.32,24.19,-1.18,0,0,0.16343159049391068,2,2
673,4.0,5.63,407.32,3.82,82,6.32,6.32,24.35,-2.43,0,0,0.16371111255816362,2,5
837,4.5,4.5,426.02,2.69,90,4.5,5.32,24.12,-3.25,0,0,0.16374009523762748,2,6
330,5.5,7.67,406.67,4.22,36,4.75,4.75,24.58,-4.43,1,0,0.16377843605966982,2,1
1660,5.0,5.8,388.57,4.18,21,5.43,5.43,24.58,-4.32,1,0,0.1637867545640771,2,1
1356,5.0,5.4,409.15,4.12,33,7.67,7.57,24.38,-4.68,0,0,0.16406637082024755,2,6
1686,4.0,5.8,456.02,3.24,47,4.38,4.38,24.29,-4.5,0,0,0.1645474090625629,2,3
1351,4.5,5.06,405.96,3.59,104,4.71,4.71,24.37,-4.5,0,0,0.16458352675471324,2,5
757,5.0,5.21,388.7,3.82,23,5.04,5.04,20.85,-9.71,0,0,0.1646225798514419,2,3
19,3.5,5.61,416.95,4.19,20,4.9,4.9,24.58,-4.0,0,0,0.16469676635033764,2,4
1846,4.5,5.79,452.97,3.51,136,4.21,4.21,24.18,-3.29,0,0,0.1649141164755584,2,6
45,4.5,6.55,398.79,3.82,126,4.61,4.61,24.47,-5.14,0,0,0.16498100400887586,2,6
177,4.0,6.2,451.4,3.03,100,5.36,4.57,24.22,-0.57,0,0,0.16502750475809327,2,6
1616,4.0,4.9,420.0,4.97,12,6.46,7.56,24.75,-4.5,0,0,0.16506949079781755,2,6
537,4.5,5.29,408.27,3.99,33,5.35,5.46,24.32,-4.14,0,0,0.1653953135215099,2,4
464,7.0,6.6,376.24,3.61,170,7.14,7.14,24.47,-6.0,0,0,0.1654606044843318,2,6
1075,3.5,4.7,427.49,3.5,45,4.8,4.57,24.02,-2.43,0,0,0.16547813114005044,2,2
931,3.5,4.6,380.0,3.0,3,5.354239896,5.297020106000001,24.55,-4.486880364,0,0,0.16568066031326778,2,5
620,4.5,8.4,460.0,5.68,10,6.17,4.75,24.7,-5.0,0,0,0.16586226072076332,2,4
801,6.0,8.4,412.41,3.7,158,5.43,5.43,24.64,-6.79,1,0,0.16600140955828022,2,1
22,4.0,5.4,377.83,3.46,12,3.79,3.79,24.31,-2.0,0,0,0.16616149023396884,2,4
1191,7.0,8.6,497.0,3.44,220,6.43,6.36,24.36,-5.25,0,0,0.1662113707209744,2,5
899,5.0,4.91,437.83,4.62,24,8.08,5.71,24.11,-3.67,0,0,0.16625969733851473,2,5
1839,4.5,5.89,377.03,3.61,87,5.86,5.86,24.23,-5.75,1,0,0.16634100037895247,2,1
1362,3.5,3.8,380.0,5.25,12,6.12,5.58,24.29,-3.0,0,0,0.16670131201933913,2,6
1800,4.0,5.29,474.52,3.33,52,5.38,5.297020106000001,24.04,-4.486880364,0,0,0.16685220482335747,2,2
1985,5.5,6.93,386.4,4.1,25,6.0,5.42,24.72,-5.14,1,0,0.16749756901243032,2,1
26,5.0,6.23,402.52,3.47,222,9.0,9.0,24.65,-6.14,0,0,0.1685116613594715,2,2
50,3.25,5.4,380.77,3.87,22,5.0,5.0,24.47,-3.14,0,0,0.16873790288865617,2,2
1986,4.5,5.26,380.0,3.59,35,5.14,5.14,24.57,-4.29,0,0,0.1688308148514845,2,5
226,5.0,4.7,436.87,4.53,23,5.19,5.19,24.55,-7.5,0,0,0.1689116128725447,2,4
296,4.5,7.09,380.0,4.19,36,4.6,5.86,21.06,-8.5,0,0,0.1689495033939522,2,6
1735,5.5,6.68,404.05,3.47,173,5.58,5.29,24.53,-2.36,1,0,0.16906042011285488,2,1
1703,6.0,6.61,405.26,3.77,19,3.71,4.07,24.27,-2.39,1,0,0.16918116204445469,2,1
1459,6.0,11.67,419.39,3.33,115,4.29,4.25,20.71,-9.29,0,0,0.16921277548940086,2,4
1133,6.0,9.2,382.32,3.72,336,4.5,4.5,24.5,-3.64,0,0,0.16921769899579853,2,6
892,5.0,5.9,441.18,3.02,34,4.0,4.5,20.68,-10.54,0,0,0.16933363547605138,2,2
792,5.0,6.8,382.99,3.21,134,5.07,5.07,24.13,-3.11,0,0,0.16934369292032145,2,3
162,4.5,5.0,409.36,3.92,94,5.79,5.79,24.4,-4.11,0,0,0.16951576804406782,2,4
863,3.5,4.7,415.76,3.2,41,6.92,5.71,24.2,-1.96,0,0,0.16961250306931144,2,2
1286,4.0,5.2,380.0,3.7,12,5.07,5.07,24.53,-3.43,0,0,0.16966864662434694,2,6
1195,5.0,6.31,380.0,3.43,16,6.21,6.21,24.1,-2.82,1,0,0.1698804681167438,2,1
251,5.0,5.99,393.5,4.25,22,4.14,4.14,24.49,-3.57,0,0,0.17001274549974257,2,3
248,4.0,5.95,381.49,3.89,134,4.0,4.0,24.69,-5.32,0,0,0.1702885889425838,2,3
1604,3.0,3.65,475.22,4.13,23,6.25,5.5,24.12,-0.5,0,0,0.17047627950182176,2,6
1355,5.0,4.62,384.68,3.16,77,6.21,6.21,24.26,-5.57,1,0,0.17053732781544523,2,1
1667,4.5,4.5,384.14,3.14,87,5.79,5.79,24.2,-3.21,0,0,0.17060627520119603,2,3
1217,5.0,5.41,341.09,3.88,32,5.5,5.86,20.66,-9.57,0,0,0.17066924640136213,2,4
1884,4.0,5.1,455.81,3.2,89,5.86,5.86,24.15,-4.07,0,0,0.17067825495890532,2,2
1822,5.0,5.9,377.59,3.19,54,6.64,6.64,24.16,-3.07,1,0,0.17083269455877229,2,1
1498,5.0,5.2,380.0,3.7,155,6.93,6.93,24.66,-5.71,0,0,0.1710030624182642,2,5
1209,5.0,5.2,379.76,4.04,82,7.8,6.79,24.49,-4.46,0,0,0.17103451126201136,2,5
232,4.0,4.8,380.0,3.03,11,4.38,4.38,24.58,-4.42,0,0,0.17106880911875233,2,3
748,7.0,21.0,380.0,6.0,5,3.25,3.25,25.66,-19.0,0,0,0.17115368302318765,2,2
969,4.0,5.43,449.33,4.15,30,5.67,5.04,24.32,-2.71,0,0,0.171172710363473,2,6
1120,5.5,7.6,469.52,3.71,88,6.71,6.71,24.86,-5.14,1,0,0.1713545289885704,2,1
131,3.5,4.4,433.85,3.56,80,4.83,4.0,23.97,-1.14,0,0,0.1714527753146488,2,4
1414,4.0,6.93,380.0,3.9,72,4.86,4.86,24.39,-2.71,1,0,0.1714965972006099,2,1
1697,5.5,6.8,443.45,3.99,33,4.46,4.32,24.57,-5.18,1,0,0.17166275396021896,2,1
1325,4.5,4.99,393.62,3.75,94,5.0,4.68,24.32,-4.21,0,0,0.17167508888911376,2,4
1630,4.0,6.4,410.67,3.87,90,5.79,5.79,24.35,-4.11,0,0,0.17169083994818501,2,6
1945,3.5,4.66,387.42,3.63,45,3.86,3.86,24.28,-3.43,0,0,0.1718235275258,2,6
1729,3.5,3.88,388.82,4.63,22,4.64,4.64,24.53,-3.57,0,0,0.1718435251269311,2,2
1977,4.0,5.18,397.4,3.11,109,5.5,5.5,24.1,-4.14,0,0,0.1721653326443987,2,4
1368,3.5,5.31,448.97,3.88,32,5.5,4.62,24.07,-3.0,0,0,0.1723499999535529,2,4
725,4.5,6.27,380.98,3.35,164,7.21,7.21,24.25,-5.29,0,0,0.17240600377361098,2,3
1917,3.5,4.0,412.02,3.67,44,5.57,5.57,23.89,-1.0,0,0,0.17249844209003645,2,3
1136,5.0,5.89,408.46,3.91,26,5.5,4.07,24.33,-4.0,0,0,0.17254943656935887,2,3
399,9.0,11.17,387.69,2.75,13,4.92,5.21,24.13,-0.86,0,0,0.17322438633833923,2,3
611,4.0,5.25,394.74,4.03,46,5.5,5.29,24.24,-6.43,0,0,0.1734890615563776,2,5
1347,4.0,4.28,389.75,4.0,12,3.83,3.83,24.37,-5.0,0,0,0.1735398126097834,2,3
886,3.25,4.62,396.69,3.4,13,3.21,3.21,24.08,-4.33,0,0,0.17368753364946468,2,4
1157,3.5,4.3,390.18,2.94,91,5.33,5.61,24.24,-4.86,0,0,0.1738196901678009,2,5
1952,4.0,4.95,387.66,3.04,29,5.25,5.14,24.16,-3.82,1,0,0.1738542801057016,2,1
300,4.0,5.22,381.05,2.52,19,5.25,5.25,24.15,-3.14,0,0,0.17399901935116083,2,5
429,4.0,5.46,401.94,3.12,16,4.75,4.75,24.46,-6.5,0,0,0.17411708586418867,2,4
1046,4.5,5.9,380.0,3.48,18,3.82,3.82,24.44,-5.11,1,0,0.17415596276837886,2,1
305,7.0,7.8,380.0,3.15,156,5.0,5.0,24.18,-4.89,0,0,0.17416630736510882,2,3
1602,4.0,5.2,421.6,3.47,48,6.17,5.21,24.44,-4.29,0,0,0.17425788549618992,2,5
1993,4.5,5.97,380.0,3.71,14,5.21,5.21,24.38,-3.54,1,0,0.1745116330112494,2,1
409,4.0,4.6,380.0,3.96,11,3.82,3.82,24.36,-5.29,0,0,0.17451756653999057,2,2
442,4.5,6.52,380.39,3.14,134,4.75,4.75,24.2,-3.29,1,0,0.17457668456463865,2,1
222,4.0,5.6,383.91,3.16,92,5.93,5.93,24.14,-2.86,0,0,0.1745992707893754,2,4
775,3.5,4.53,380.0,3.66,53,5.0,5.0,24.18,-1.0,0,0,0.17463982085491614,2,4
1279,4.0,4.68,380.94,3.14,18,5.5,5.5,24.0,-1.36,1,0,0.17468937681517246,2,1
1613,4.5,5.9,389.7,3.1,33,3.92,3.57,23.92,-1.04,0,0,0.17471470971697428,2,2
1708,5.0,5.8,447.88,3.58,33,4.68,5.93,24.37,-3.0,1,0,0.17489637331724295,2,1
793,6.0,8.0,395.55,2.84,20,4.25,4.25,24.18,-1.43,1,0,0.1749983144098379,2,1
845,4.0,5.7,430.48,4.84,21,6.12,7.71,24.44,-5.43,0,0,0.17504793608790814,2,5
572,4.0,5.85,387.0,3.77,15,3.8,3.8,24.36,-6.15,0,0,0.17509604998477063,2,5
1980,6.0,7.0,433.33,3.69,54,5.93,7.21,24.41,-6.0,1,0,0.17514099387088664,2,1
1581,3.5,5.2,380.88,3.2,113,5.64,5.64,24.33,-4.36,0,0,0.17516846500941316,2,4
756,4.5,5.64,416.36,3.85,22,4.85,3.89,24.02,-3.39,1,0,0.17519616193675033,2,1
883,3.5,5.5,402.14,4.28,14,4.08,4.08,24.42,-4.58,0,0,0.17523352733072975,2,6
1554,5.0,8.54,401.04,3.69,154,4.46,4.54,24.31,-3.39,0,0,0.17559203050532393,2,4
254,3.25,3.1,380.0,5.48,17,5.92,5.71,24.52,-6.71,0,0,0.17580598735904032,2,2
